generation,coverage,new_elites,gen_best_reward,gen_mean_reward,best_ever_reward,best_search_reward,mean_archive_reward,archive_reward_sum
0,10,10,4.700000286102295,0.287109375,4.700000286102295,4.700000286102295,2.3000000715255737,23.000000715255737
1,14,12,6.0,0.981249988079071,6.0,6.0,3.57142864380564,50.00000101327896
2,17,9,6.800000190734863,-0.964062511920929,6.800000190734863,6.800000190734863,1.4705882843802958,25.000000834465027
3,19,10,4.900000095367432,-1.2156249284744263,6.800000190734863,4.900000095367432,0.5789473946941527,11.0000004991889
4,20,14,4.5,-2.7218751907348633,6.800000190734863,4.5,-0.7250000227242708,-14.500000454485416
5,20,8,7.599999904632568,1.310937523841858,7.599999904632568,7.599999904632568,1.5050000030547381,30.10000006109476
6,20,12,13.699999809265137,5.114062309265137,13.699999809265137,13.699999809265137,4.750000044703484,95.00000089406967
7,21,10,5.200000286102295,0.10156254470348358,13.699999809265137,9.199999809265137,3.271428615209602,68.70000091940165
8,21,10,6.800000190734863,-0.574999988079071,13.699999809265137,6.800000190734863,2.380952432396866,50.00000108033419
9,22,9,4.5,0.7906249761581421,13.699999809265137,6.800000190734863,2.5545454895631834,56.200000770390034
10,22,10,5.700000286102295,0.09531249850988388,13.699999809265137,6.800000190734863,2.295454589142041,50.5000009611249
11,22,10,9.699999809265137,-3.4593751430511475,13.699999809265137,9.699999809265137,0.7454545325176283,16.39999971538782
12,23,9,1.7000000476837158,-1.5875000953674316,13.699999809265137,9.699999809265137,0.9956521712567495,22.89999993890524
13,23,11,10.90000057220459,2.1265625953674316,13.699999809265137,10.90000057220459,2.8913044213600783,66.5000016912818
14,23,13,7.200000286102295,-1.8984375,13.699999809265137,7.200000286102295,1.5913043712144312,36.60000053793192
15,23,15,7.800000190734863,0.9609375,13.699999809265137,7.800000190734863,2.786956558085006,64.10000083595514
16,23,12,4.599999904632568,-1.1703124046325684,13.699999809265137,5.700000286102295,1.630434792974721,37.50000023841858
17,23,16,4.800000190734863,0.30937501788139343,13.699999809265137,4.800000190734863,1.3434782899592235,30.900000669062138
18,23,10,11.0,-1.6500000953674316,13.699999809265137,11.0,1.2347826128420623,28.40000009536743
19,23,14,11.199999809265137,2.520312547683716,13.699999809265137,11.199999809265137,3.8130435208263607,87.70000097900629
20,23,11,7.0,1.4765625,13.699999809265137,11.199999809265137,4.300000035244485,98.90000081062317
21,23,10,5.0,-2.8890624046325684,13.699999809265137,7.0,1.556521755197774,35.8000003695488
22,23,11,6.800000190734863,0.2984375059604645,13.699999809265137,6.800000190734863,2.556521765563799,58.80000060796738
23,23,13,6.800000190734863,-0.2718749940395355,13.699999809265137,6.800000190734863,2.1130434980858928,48.60000045597553
24,23,8,7.800000190734863,-0.3593749701976776,13.699999809265137,7.800000190734863,2.5434782971506533,58.50000083446503
25,23,11,9.199999809265137,-2.278125047683716,13.699999809265137,9.199999809265137,1.6304347968619803,37.500000327825546
26,24,13,6.400000095367432,0.2406250238418579,13.699999809265137,6.700000286102295,1.4625000357627869,35.100000858306885
27,24,12,3.299999952316284,-1.5734375715255737,13.699999809265137,3.9000000953674316,0.970833346247673,23.300000309944153
28,24,11,5.700000286102295,-0.9781249761581421,13.699999809265137,5.700000286102295,1.6375000203649204,39.30000048875809
29,24,13,10.600000381469727,3.0999999046325684,13.699999809265137,10.600000381469727,3.325000062584877,79.80000150203705
30,24,9,11.0,3.5562498569488525,13.699999809265137,11.0,4.54166675110658,109.00000202655792
31,24,12,4.800000190734863,-1.3890624046325684,13.699999809265137,9.300000190734863,1.4791667132327955,35.50000111758709
32,24,10,4.099999904632568,-2.7671875953674316,13.699999809265137,9.300000190734863,1.5125000396122534,36.300000950694084
33,24,12,5.800000190734863,0.4906250238418579,13.699999809265137,8.40000057220459,2.2458333944280944,53.90000146627426
34,24,15,7.900000095367432,-0.5062500238418579,13.699999809265137,7.900000095367432,2.08333337927858,50.00000110268593
35,24,12,9.600000381469727,0.3828125298023224,13.699999809265137,9.600000381469727,1.9458333731939395,46.70000095665455
36,24,11,10.100000381469727,0.11406252533197403,13.699999809265137,10.100000381469727,2.1541667065272727,51.70000095665455
37,24,13,5.099999904632568,0.7953125238418579,13.699999809265137,5.099999904632568,1.7208333536982536,41.30000048875809
38,24,11,6.900000095367432,-1.420312523841858,13.699999809265137,6.900000095367432,1.6083333517114322,38.60000044107437
39,24,12,12.800000190734863,1.8437501192092896,13.699999809265137,12.800000190734863,3.370833386977514,80.90000128746033
40,24,11,8.800000190734863,0.614062488079071,13.699999809265137,8.800000190734863,2.658333383500576,63.800001204013824
41,24,11,7.599999904632568,-0.47968751192092896,13.699999809265137,8.800000190734863,2.2625000216066837,54.30000051856041
42,24,11,11.800000190734863,0.3250000476837158,13.699999809265137,11.800000190734863,2.9333333733181157,70.40000095963478
43,24,14,7.599999904632568,-0.6859375238418579,13.699999809265137,11.800000190734863,2.004166694978873,48.10000067949295
44,24,15,12.5,2.4046874046325684,13.699999809265137,12.5,3.20833337555329,77.00000101327896
45,24,10,8.100000381469727,2.010937452316284,13.699999809265137,12.5,4.400000053147475,105.6000012755394
46,24,16,8.0,0.8890624642372131,13.699999809265137,8.0,2.6416666861623526,63.40000046789646
47,24,8,6.5,-3.835937261581421,13.699999809265137,6.5,1.4041666677221656,33.700000025331974
48,24,12,16.30000114440918,2.6937499046325684,16.30000114440918,16.30000114440918,3.562500102445483,85.5000024586916
49,24,14,15.600000381469727,5.671875,16.30000114440918,15.600000381469727,6.487500149135788,155.70000357925892
50,24,14,5.0,-1.8609375953674316,16.30000114440918,15.600000381469727,2.6125000764926276,62.70000183582306
51,24,12,8.5,1.7374999523162842,16.30000114440918,15.600000381469727,3.1083333964149156,74.60000151395798
52,24,11,10.100000381469727,0.2781250476837158,16.30000114440918,15.600000381469727,2.1958333843698106,52.70000122487545
53,25,13,9.100000381469727,0.8453124761581421,16.30000114440918,15.600000381469727,2.6200000542402266,65.50000135600567
54,25,15,6.200000286102295,-0.800000011920929,16.30000114440918,6.900000095367432,1.208000011742115,30.200000293552876
55,25,14,5.599999904632568,0.784375011920929,16.30000114440918,5.599999904632568,1.8959999918937682,47.39999979734421
56,25,16,7.099999904632568,-0.9140625596046448,16.30000114440918,7.099999904632568,0.5719999977946282,14.299999944865704
57,25,13,5.599999904632568,-1.9562499523162842,16.30000114440918,7.099999904632568,1.2159999936819077,30.39999984204769
58,25,13,6.700000286102295,-1.2578125,16.30000114440918,6.700000286102295,1.2040000250935554,30.100000627338886
59,25,12,4.700000286102295,-0.25624996423721313,16.30000114440918,6.700000286102295,2.0240000289678575,50.600000724196434
60,25,14,8.0,1.9500000476837158,16.30000114440918,8.0,2.5680000400543213,64.20000100135803
61,25,10,4.099999904632568,-0.8609375357627869,16.30000114440918,8.0,1.6120000004768371,40.30000001192093
62,25,10,2.5,-2.59375,16.30000114440918,3.700000047683716,0.5920000076293945,14.800000190734863
63,25,13,12.90000057220459,4.676562309265137,16.30000114440918,12.90000057220459,3.7400000524520873,93.50000131130219
64,25,11,12.0,2.034374952316284,16.30000114440918,12.90000057220459,4.208000132143497,105.20000330358744
65,25,13,13.800000190734863,4.692187309265137,16.30000114440918,13.800000190734863,5.96000011831522,149.0000029578805
66,25,13,11.300000190734863,3.887500047683716,16.30000114440918,13.800000190734863,5.66400009393692,141.600002348423
