generation,best_reward,mean_reward,reward_std,best_ever_reward
212,14.100000381469727,8.770313262939453,2.9561736583709717,20.0
213,15.5,10.071874618530273,3.3659818172454834,20.0
214,16.899999618530273,10.035938262939453,4.304879665374756,20.0
215,15.300000190734863,9.615625381469727,3.425602912902832,20.0
216,17.30000114440918,10.010937690734863,4.2141547203063965,20.0
217,15.100000381469727,9.717187881469727,3.4491193294525146,20.0
218,16.600000381469727,10.015625,3.531829357147217,20.0
219,18.200000762939453,11.473438262939453,3.395918607711792,20.0
220,18.5,11.714062690734863,3.997103214263916,20.0
221,17.5,10.229687690734863,3.3123669624328613,20.0
222,16.5,9.21406364440918,3.7344205379486084,20.0
223,16.399999618530273,8.779687881469727,4.005511283874512,20.0
224,15.90000057220459,8.926563262939453,3.9215445518493652,20.0
225,20.200000762939453,13.396875381469727,3.7711057662963867,20.200000762939453
226,18.100000381469727,13.076562881469727,3.5666310787200928,20.200000762939453
227,20.0,13.300000190734863,3.661454677581787,20.200000762939453
228,16.600000381469727,11.051563262939453,3.5377869606018066,20.200000762939453
229,18.100000381469727,12.376562118530273,3.231473445892334,20.200000762939453
230,17.100000381469727,11.440625190734863,3.2902657985687256,20.200000762939453
231,18.0,11.899999618530273,3.440248966217041,20.200000762939453
232,18.0,10.612499237060547,4.482587814331055,20.200000762939453
233,16.5,11.214062690734863,3.149646043777466,20.200000762939453
234,18.30000114440918,11.390625,3.805001735687256,20.200000762939453
235,16.5,10.370312690734863,3.6925888061523438,20.200000762939453
236,18.0,12.034375190734863,3.4740655422210693,20.200000762939453
237,14.40000057220459,9.09375,3.1046273708343506,20.200000762939453
238,17.30000114440918,11.754687309265137,3.227902412414551,20.200000762939453
239,17.600000381469727,11.467187881469727,3.3027002811431885,20.200000762939453
240,15.199999809265137,10.082812309265137,3.1261274814605713,20.200000762939453
241,15.100000381469727,9.82187557220459,3.1283717155456543,20.200000762939453
242,16.899999618530273,10.135937690734863,3.6997199058532715,20.200000762939453
243,19.30000114440918,12.193750381469727,3.3487813472747803,20.200000762939453
244,17.899999618530273,11.223438262939453,3.436829090118408,20.200000762939453
245,15.90000057220459,10.073437690734863,3.3171072006225586,20.200000762939453
246,17.30000114440918,11.734375,3.6183221340179443,20.200000762939453
247,17.30000114440918,10.878125190734863,3.5829224586486816,20.200000762939453
248,18.700000762939453,11.40156364440918,3.6094274520874023,20.200000762939453
249,18.899999618530273,12.303125381469727,3.774667501449585,20.200000762939453
250,17.80000114440918,12.064062118530273,3.642731189727783,20.200000762939453
251,16.700000762939453,10.982812881469727,2.9942944049835205,20.200000762939453
252,18.100000381469727,11.23750114440918,3.752311944961548,20.200000762939453
253,19.899999618530273,13.799999237060547,3.4265964031219482,20.200000762939453
254,19.0,12.909375190734863,3.315716505050659,20.200000762939453
255,16.200000762939453,10.087499618530273,3.198852300643921,20.200000762939453
256,14.600000381469727,9.32343864440918,2.9196395874023438,20.200000762939453
257,13.100000381469727,8.0703125,3.297616481781006,20.200000762939453
258,16.600000381469727,10.612500190734863,3.8700170516967773,20.200000762939453
259,16.899999618530273,10.924999237060547,3.336212396621704,20.200000762939453
260,16.399999618530273,9.748437881469727,4.035274028778076,20.200000762939453
261,18.600000381469727,12.092187881469727,3.7202277183532715,20.200000762939453
262,14.0,8.76249885559082,3.022597312927246,20.200000762939453
263,22.100000381469727,12.3359375,3.5846619606018066,22.100000381469727
264,21.0,13.21875,4.328173637390137,22.100000381469727
265,17.200000762939453,11.362500190734863,3.977849006652832,22.100000381469727
266,19.80000114440918,13.254688262939453,3.437201499938965,22.100000381469727
267,17.600000381469727,10.981250762939453,3.568739175796509,22.100000381469727
268,19.5,12.162500381469727,3.058007001876831,22.100000381469727
269,18.100000381469727,10.543749809265137,3.426180362701416,22.100000381469727
270,16.399999618530273,10.576562881469727,3.286893606185913,22.100000381469727
271,20.0,12.917187690734863,3.9142589569091797,22.100000381469727
272,16.600000381469727,10.156250953674316,3.9834766387939453,22.100000381469727
273,17.899999618530273,12.16718864440918,3.566732406616211,22.100000381469727
274,18.100000381469727,12.40781307220459,3.2593281269073486,22.100000381469727
275,20.100000381469727,12.6015625,5.158533096313477,22.100000381469727
276,17.80000114440918,11.589062690734863,3.6234097480773926,22.100000381469727
277,19.700000762939453,13.428125381469727,3.033792495727539,22.100000381469727
278,17.899999618530273,11.151562690734863,3.50022292137146,22.100000381469727
279,17.899999618530273,12.35312557220459,3.515277862548828,22.100000381469727
280,20.5,12.770313262939453,4.120667457580566,22.100000381469727
281,17.700000762939453,11.771875381469727,3.2711079120635986,22.100000381469727
282,19.700000762939453,12.637499809265137,3.9878528118133545,22.100000381469727
283,19.700000762939453,11.78125,3.3609371185302734,22.100000381469727
284,17.30000114440918,12.059374809265137,3.088118314743042,22.100000381469727
285,17.5,12.450000762939453,3.28186297416687,22.100000381469727
286,19.899999618530273,13.126562118530273,3.9946935176849365,22.100000381469727
287,18.200000762939453,12.128125190734863,3.597458600997925,22.100000381469727
288,21.600000381469727,15.645313262939453,3.687730073928833,22.100000381469727
289,17.399999618530273,10.984375,3.639119863510132,22.100000381469727
290,16.80000114440918,10.500000953674316,3.1307947635650635,22.100000381469727
291,17.5,13.0078125,2.837489366531372,22.100000381469727
292,18.5,13.21875,3.1441848278045654,22.100000381469727
293,18.100000381469727,11.921875,3.2963271141052246,22.100000381469727
294,19.399999618530273,12.432811737060547,3.9649658203125,22.100000381469727
295,19.0,13.3359375,3.465831756591797,22.100000381469727
296,19.0,13.465624809265137,3.4169259071350098,22.100000381469727
297,20.80000114440918,14.08750057220459,3.5170345306396484,22.100000381469727
298,16.5,11.71875,2.6449761390686035,22.100000381469727
299,17.600000381469727,12.551563262939453,3.0417919158935547,22.100000381469727
300,21.0,13.817188262939453,3.9744322299957275,22.100000381469727
